modified,"Work/
Munkanem","Work/
Munkanem","Position/
tétel",Description,Leírás," Quantity/
mennyiség ","Unit/
egység","Quantity modification from GC 
(if needed +/- )","Materila unit price/
anyag egység ár HUF","Unit worker fees/
munka díj    egység ár   HUF","Unit price sum/
összes egység ár   HUF","Sum/
Összesen
HUF",,,,,,,
,,,,"Every equipment components are considered together with all the auxiliary materials, supporting elements, consumables necessary for connection, even if they are not separately indicated in the quotation.","Minden berendezés egységelemei minden esetben a csatlakozáshoz szükséges szerelési anyaggal, tartószerkezettel, fogyóeszközökkel értendők, még akkor is ha külön nincs részletezve a költségvetetésben.",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3793
,,,,"Under engineering sub-disciplines listed electrical connections, the necessary auxiliary materials should be included as additinal costs in the flat price by the contractor.",A gépészeti szakágaknál kiírt berendezések elektromos bekötését szükséges szerlési segédanyagokkal mint járulékos munkákkal számolnia kell a az alvállalkozónak az egységáraknál.,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3794
,,,,For the construction of every fire protection cladding required by the local fire department (as competent authority) the contractor bears responsibility.,Minden a helyi tűzóltóság -mint hatósággal- által megövetelt tűzvédelmi bevonat burkolat kivitelezése az alvállalkozót terheli.,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3795
,,,,"Appliances and components requiring authority permit, furthermore imported components that do not have marketing approval, need to pass through testing and local authorization. In any case, contractor pays the incurred costs.","Engedélyköteles berendezések, és részegységek, valamint Magyarországra importált, jóváhagyással forgalmazási engedéllyel nem rendelkező részeségek bevizsgálása, helyi engedélyeztetése hatósági bejegyzése szükséges. Ennek költsége minden esetben az alvállalkozót terheli.",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3796
,,,,"Every cost of scaffold (below and above the height of 3.5m) necessary for construction, tool costs, tools, lifting devices, heavy-duty crane, conveyor belt should be included in flat prices by the contractor.","Minden szereléshez és kivitelezésehez szükséges állvány 3,5m felett is, segédszerkezetek, gép költségek, szerszámok, emelőberendezések, nagyteherbírású daru , szállítószalag költségét az egységárskba bele kell kalkulálnia az alvállalkozónak.",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3797
,,,,"Wall/floor openings for pipes, cables and ducts should be sealed with fire rated material. For that reason each conduit must be insulated appropriately (fire rated at fire section borders, Kaiflex elsewhere). In wider openings, and around fire dampers, up to 8cm width of the gap the restoring sealant should be fire-resistant plaster.","Fal és födémáttöréseket csövek ill. légcsatornák kábelek részére, éghetetlen anyaggal tömíteni kell. Ezért minden vezetéket a megfelelő (tűzhatároknál éghetetlen, egyéb átvezetéseknél Kaiflex) szigeteléssel kell bevonni. Nagyobb leválások, áttörések tűzgátlócsappantyúk körüli helyreállítást 8cm-ig tűzgátló vakolattal kell kitölteni, helyreállítani.",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3798
,,,,"Above mentioned supplementaryr works is part of the contract performance, and won't be separately accounted..","Fenti feladat mint járulékos feladat a szerződéses teljesítés részét képezi, és külön nem lesz elszámolva.",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3799
,,,,Every pipe and duct line should be labeled with water-resistant stickers. The label informs about the following:,Minden csővezeték és légcsatornát a szerlés hőszigetelést követően öntapadó vízálló matricával fel kell iratozni. A tájékoztató felirat tartamazza:,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3800
,,,,type of medium,közeg fajtája,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3801
,,,,flow direction,közegáramlás iránya,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3802
,,,,"Labels should be placed system-wise at equal distance, by every 10 meters. Cost included in the complete price offer.",A felirati matricákat rendszer szerint azonos távolságban 10m-ként kell elhelyezni. A költségeket az összárajánlat tartalmazza.,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3803
,,,,"Each electric cable (both low- and high voltage) must be marked in a water-resistant way at their ends, and these marks should be catalogued in the cable list.","Minden elektromos kábelt (magas alacsonyfeszültségű) a két végén időálló kivitelben meg kell jelölni, és ezen jelöléseket a szekrényterveken és kábellistán fel kell tüntetni.",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3804
,,,,"In all electric cabinets, the installed RCD-s, automatic switches, electromagnetic relays, time relays, power switches should be products of the same manufacturer if possible.","A összes szekrényekbe épített fi-relék, automata kapcsolók, mágneskapcsolók, időrelék, teljesítménykapcsolók lehetőség szerint egy azonos gyártótól származhatnak.",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3805
,,,,"Single stage motors up to 5.5kW are directly, above 7.5kW star-delta switch connected.","Egyfokozatú motorkat 5,5kW-ig direkt bekötéssel, 7,5kW feletti motorokat csillag-delta kapcsolással kell bekötni.",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3806
,,,,"Pipe mounting should be constructed from commercially available products like HILTI, MEFA (or equivalent) that comprises vibration insulating with rubber inlay elements.","A cső tartószerkezeteket minden esteben a kereskedelemben járatos, kapható HILTI, MEFA (vagy egyenértékű) testhang terjedést gátló gumibetéstes kivitelben kell elkészíteni.",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3807
,,,,Using twisted wires for fixing or additionally welded support beams are not allowed.,"Dróttal történő rögzítések, dierket utólag ráhegesztett konzolok nem megengedettek. ",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3808
,,,,Minden tűzvédelmi berendezést kettős elektromos betáplálással kell ellátni.,Minden tűzvédelmi berendezést kettős elektromos betáplálással kell ellátni.,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3809
,,,,"Fire protection systems should be constructed from materials approved by the regulatory Fire Department, every supporting system must have fire protection certificate.","A tűzvédelmi rendszereket az illetékes Tűzoltóság által elfogadott szerkezetekből kell kivitelezni, minden tűzvédelmet szolgálló rendszernek rendelkeznie kell tűzvédelmi minősítéssel.",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3810
,,,,Constructor should cover the costs of verification measurements necessary for approval of proper oparation of engineering systems as parto of the handover process.,A kivitelező vállalkozót terhelik az átadás-átvételi eljárások során a gépészeti rendszerek megfelelő működésének igazolásához szükséges ellenőrző mérések elvégzésének költségei.,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3811
,,,,"Gépészeti rendszerek és berendezések beszabályozása, komplett dokumentálása","Gépészeti rendszerek és berendezések beszabályozása, komplett dokumentálása",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3812
,,,,"Commissioning, regulation, conduction of trial operations, with complete protocolling, calibration protocols, operation manuals","Gépészeti rendszerek beüzemelése, üzembe helyezése, próba üzem lefolytatása, komplett dokumentálása, műbizonylatokkal, gépkönyvekkel",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3813
,,,,"Training of operators, three times, complete with training protocol and composition of operation description (within half year following technical handover of the entire building)","Kezelőszemélyzet háromszori betanítása, betanítási jegyzőkönyv és működési leírás készítése (Egy a teljes épület műszaki átadását követően fél éven belül)",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3814
,,,,Completion of formal and contentual requirements of technical documentation necessary for occupancy permit process.,A használatba-vételi eljáráshoz szükséges teljeskörű műszaki dokumentáció tartalmi és formai teljesítése.,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3815
,,,,"Assembling 'As-built' design documentation, in the quality/quantity specified by the client.","Megvalósulási tervek készítése a Beruházó által megkövetelt mennyiségben, minőségben",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3816
,,,,,,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3817
,,,,"We acknowledge above listed terms and conditions, and took them into account to the furthest possible extent in the preparation of our offer.","A fenti feltételeket tudomásul vettük, és az ajánlat elkészítésénél maradéktalanul figyelembe vettük. ",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3818
,,,,,,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3819
,400,473,,Other,Egyéb összesen,,,,,,,0,,IGAZ,IGAZ,HAMIS,!!!,,3820
,400,479,,"Function-, production related equipment and fitmets - Boiler room",Technológiai gépészet - Kazánház,,,,,,,0,,IGAZ,IGAZ,HAMIS,!!!,,3821
,,,,Note,Megjegyzés:,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3822
,400,479,,The following BoQ is valid with the attached equipment list.,Lenti anyagkiírás a dokumentációhoz mellékelt berendezésjegyzékkel együtt érvényes!," A lent felsorolt tételek a tartalékot nem tartalmazzák. /
 Quantity without spare items. ",,,,,,,,IGAZ,HAMIS,IGAZ,!!!,,3823
,400,479,1,"SB1 horizontal, shell type steam boiler specified according to the equipment list attached.","SB1 jelű nagy víz- és gőzterű, fekvőhengeres gőzkazán a mellékelt berendezésjegyzék szerinti műszaki specifikációval", 1.00    ,db / pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3824
,400,479,2,"GB1 natural gas fired, duoblock burner specified according to the equipment list attached.",GB1 jelű földgáz tüzelésű duoblokk égő a mellékelt berendezésjegyzék szerinti műszaki specifikációval, 1.00    ,db / pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3825
,400,479,3,ECO1 feedwater-fluegas heat exchanger built on boliler specified according to the equipment list attached.,ECO1 jelű kazánra épített tápvíz-füstgáz hőcserélő a mellékelt berendezésjegyzék szerinti műszaki specifikációval, 1.00    ,db / pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3826
,400,479,4,CD1 chemical dosing plant specified according to the equipment list attached.,CD1 jelű vegyszeradagoló berendezés a mellékelt berendezésjegyzék szerinti műszaki specifikációval, 1.00    ,db / pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3827
,400,479,5,CD2 chemical dosing plant specified according to the equipment list attached.,CD2 jelű vegyszeradagoló berendezés a mellékelt berendezésjegyzék szerinti műszaki specifikációval, 1.00    ,db / pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3828
,400,479,6,CD3 chemical dosing plant specified according to the equipment list attached.,CD3 jelű vegyszeradagoló berendezés a mellékelt berendezésjegyzék szerinti műszaki specifikációval, 1.00    ,db / pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3829
,400,479,7,MWT Make-up water tank with deaerator according to the equipment list attached.,MWT jelű gáztalanítós pótvÍz tartály a mellékelt berendezésjegyzék szerinti műszaki specifikációval, 1.00    ,db / pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3830
,400,479,8,"Seamless steel tube 
DN15 21,3x2 
P235GH 
MSZ EN 10216-1:2014","Varratnélküli acélcső 
DN15 21,3x2 
P235GH 
MSZ EN 10216-1:2014", 74.00    ,m,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3831
,400,479,9,"Seamless steel tube 
DN20 26,9x2,3 
P235GH 
MSZ EN 10216-1:2014","Varratnélküli acélcső 
DN20 26,9x2,3 
P235GH 
MSZ EN 10216-1:2014", 53.00    ,m,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3832
x,400,479,10,"Seamless steel tube 
DN25 33,7x2,6 
P235GH 
MSZ EN 10216-1:2014","Varratnélküli acélcső 
DN25 33,7x2,6 
P235GH 
MSZ EN 10216-1:2014", 45.00    ,m,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3833
,400,479,11,"Seamless steel tube 
DN32 42,4x2,6 
P235GH 
MSZ EN 10216-1:2014","Varratnélküli acélcső 
DN32 42,4x2,6 
P235GH 
MSZ EN 10216-1:2014", 2.00    ,m,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3834
x,400,479,12,"Seamless steel tube 
DN40 48,3x2,6 
P235GH 
MSZ EN 10216-1:2014","Varratnélküli acélcső 
DN40 48,3x2,6 
P235GH 
MSZ EN 10216-1:2014", 41.00    ,m,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3835
x,400,479,13,"Seamless steel tube 
DN50 60,3x2,9 
P235GH 
MSZ EN 10216-1:2014","Varratnélküli acélcső 
DN50 60,3x2,9 
P235GH 
MSZ EN 10216-1:2014", 97.00    ,m,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3836
,400,479,14,"Seamless steel tube 
DN65 76,1x2,9 
P235GH 
MSZ EN 10216-1:2014","Varratnélküli acélcső 
DN65 76,1x2,9 
P235GH 
MSZ EN 10216-1:2014", 8.00    ,m,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3837
x,400,479,15,"Seamless steel tube 
DN80 88,9x3,2 
P235GH 
MSZ EN 10216-1:2014","Varratnélküli acélcső 
DN80 88,9x3,2 
P235GH 
MSZ EN 10216-1:2014", 57.00    ,m,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3838
,400,479,16,"Seamless steel tube 
DN100 114,3x3,6 
P235GH 
MSZ EN 10216-1:2014","Varratnélküli acélcső 
DN100 114,3x3,6 
P235GH 
MSZ EN 10216-1:2014", 41.00    ,m,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3839
,400,479,17,"Seamless steel tube 
DN125 139,7x4 
P235GH 
MSZ EN 10216-1:2014","Varratnélküli acélcső 
DN125 139,7x4 
P235GH 
MSZ EN 10216-1:2014", 28.00    ,m,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3840
,400,479,18,"Seamless steel tube 
DN150 168,3x4,5 
P235GH 
MSZ EN 10216-1:2014","Varratnélküli acélcső 
DN150 168,3x4,5 
P235GH 
MSZ EN 10216-1:2014", 26.00    ,m,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3841
,400,479,19,"Seamless steel tube 
DN250 273x6,3 
P235GH 
MSZ EN 10216-1:2014","Varratnélküli acélcső 
DN250 273x6,3 
P235GH 
MSZ EN 10216-1:2014", 2.00    ,m,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3842
,400,479,20,"Elbow 3D 90° 
DN15 
P235GH 
MSZ EN 10253-2:2008","Csőív 3D 90° 
DN15 
P235GH 
MSZ EN 10253-2:2008", 46.00    ,db / pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3843
,400,479,21,"Elbow 3D 90° 
DN20 
P235GH 
MSZ EN 10253-2:2008","Csőív 3D 90° 
DN20 
P235GH 
MSZ EN 10253-2:2008", 13.00    ,db / pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3844
x,400,479,22,"Elbow 3D 90° 
DN25 
P235GH 
MSZ EN 10253-2:2008","Csőív 3D 90° 
DN25 
P235GH 
MSZ EN 10253-2:2008", 25.00    ,db / pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3845
,400,479,23,"Elbow 3D 90° 
DN32 
P235GH 
MSZ EN 10253-2:2008","Csőív 3D 90° 
DN32 
P235GH 
MSZ EN 10253-2:2008", 3.00    ,db / pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3846
x,400,479,24,"Elbow 3D 90° 
DN40 
P235GH 
MSZ EN 10253-2:2008","Csőív 3D 90° 
DN40 
P235GH 
MSZ EN 10253-2:2008", 26.00    ,db / pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3847
x,400,479,25,"Elbow 3D 90° 
DN50 
P235GH 
MSZ EN 10253-2:2008","Csőív 3D 90° 
DN50 
P235GH 
MSZ EN 10253-2:2008", 43.00    ,db / pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3848
,400,479,26,"Elbow 3D 90° 
DN65 
P235GH 
MSZ EN 10253-2:2008","Csőív 3D 90° 
DN65 
P235GH 
MSZ EN 10253-2:2008", 4.00    ,db / pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3849
x,400,479,27,"Elbow 3D 90° 
DN80 
P235GH 
MSZ EN 10253-2:2008","Csőív 3D 90° 
DN80 
P235GH 
MSZ EN 10253-2:2008", 16.00    ,db / pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3850
,400,479,28,"Elbow 3D 90° 
DN100 
P235GH 
MSZ EN 10253-2:2008","Csőív 3D 90° 
DN100 
P235GH 
MSZ EN 10253-2:2008", 12.00    ,db / pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3851
,400,479,29,"Elbow 3D 90° 
DN125 
P235GH 
MSZ EN 10253-2:2008","Csőív 3D 90° 
DN125 
P235GH 
MSZ EN 10253-2:2008", 8.00    ,db / pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3852
,400,479,30,"Elbow 3D 90° 
DN150 
P235GH 
MSZ EN 10253-2:2008","Csőív 3D 90° 
DN150 
P235GH 
MSZ EN 10253-2:2008", 8.00    ,db / pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3853
,400,479,31,"Elbow 3D 45° 
DN15 
P235GH 
MSZ EN 10253-2:2008","Csőív 3D 45° 
DN15 
P235GH 
MSZ EN 10253-2:2008", 3.00    ,db / pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3854
x,400,479,32,"Elbow 3D 45° 
DN40 
P235GH 
MSZ EN 10253-2:2008","Csőív 3D 45° 
DN40 
P235GH 
MSZ EN 10253-2:2008", 2.00    ,db / pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3855
x,400,479,33,"Elbow 3D 45° 
DN50 
P235GH 
MSZ EN 10253-2:2008","Csőív 3D 45° 
DN50 
P235GH 
MSZ EN 10253-2:2008", 2.00    ,db / pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3856
,400,479,34,"Cap 
DN125 
P235GH 
MSZ EN 10253-2:2008","Mélydomború edényfenék 
DN125 
P235GH 
MSZ EN 10253-2:2008", 1.00    ,db / pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3857
,400,479,35,"Cap 
DN150 
P235GH 
MSZ EN 10253-2:2008","Mélydomború edényfenék 
DN150 
P235GH 
MSZ EN 10253-2:2008", 2.00    ,db / pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3858
,400,479,36,"Cap 
DN250 
P235GH 
MSZ EN 10253-2:2008","Mélydomború edényfenék 
DN250 
P235GH 
MSZ EN 10253-2:2008", 2.00    ,db / pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3859
x,400,479,37,"Reducing tee 
DN65 / DN50 
P235GH 
MSZ EN 10253-2:2008","T-idom 
DN65 / DN50 
P235GH 
MSZ EN 10253-2:2008", 1.00    ,db / pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3860
,400,479,38,"Equal tee 
DN65 / DN65 
P235GH 
MSZ EN 10253-2:2008","T-idom 
DN65 / DN65 
P235GH 
MSZ EN 10253-2:2008", 2.00    ,db / pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3861
,400,479,39,"Reducing tee 
DN125 / DN80 
P235GH 
MSZ EN 10253-2:2008","T-idom 
DN125 / DN80 
P235GH 
MSZ EN 10253-2:2008", 2.00    ,db / pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3862
,400,479,40,"Reducing tee 
DN150 / DN65 
P235GH 
MSZ EN 10253-2:2008","T-idom 
DN150 / DN65 
P235GH 
MSZ EN 10253-2:2008", 2.00    ,db / pcs,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3863
